id	name	rarity	description	requirements	effects	end
2467	The borders to the lower plane	12	The borders to the lower planes have been weakened by the use of powerful magic. Mastema, Dweller in the Shadows, has entered this world! [Robe of Shadows]	story 1|9600 25|nomnr 492|land 1|turn 66|unique 1	com 492|addequip 1|addequip 1|4d6units 88|4d6units 88	
2468	Mabakiel, Bringer of Disease h	13	Mabakiel, Bringer of Disease has come into this world! [The Heart of Life]	story 1|9600 20|nomnr 820|land 1|anycode -83|unique 1	resetcode -83|com 820|addequip 1|addequip 1|AB00 638	
2469	Gorilon, Master of the Dead, h	13	Gorilon, Master of the Dead, has come to bring an end to this world! [Bone Armor]	code 0|story 1|9600 20|nomnr 819|land 1|anycode -47|unique 1	code -91|com 819|addequip 1|addequip 1|10d6units 638|12d6units -2	
2470	Woe and behold! A demon lord h	1	Woe and behold! A demon lord has stepped into the world of men with his host!	land 1|nomnr 821|unique 1|story 1|anycode -47	com 821|addequip 1|com 821|A300 449|A300 449	
2471	Woe and behold! A demon lord h	1	Woe and behold! A demon lord has stepped into the world of men with his host!	land 1|nomnr 826|unique 1|story 1|anycode -47	com 826|addequip 1|com 826|A300 304|A300 304	
2472	Woe and behold! A demon lord h	1	Woe and behold! A demon lord has stepped into the world of men with his host!	land 1|nomnr 1405|unique 1|story 1|anycode -47	com 1405|addequip 1|com 1405|A300 304|A300 304	
2473	Amaimon, the Dark Flame, has c	1	Amaimon, the Dark Flame, has come into the world!	land 1|nomnr 818|unique 1|story 1|anycode -47	com 818|addequip 1|2d6units 88|4d6units 304|4d6units 304	
2474	Disease is spreading.	0	Disease is spreading.	land 1|minpop 20|monster 820|anycode -46|code 0	code -36|disease 1|kill 1	
2475	Disease is spreading through t	0	Disease is spreading through the sea.	land 0|minpop 20|monster 820|anycode -46|code 0	code -38|disease 1|kill 1	
2476	Gorilon is strengthening his p	13	Gorilon is strengthening his power!	4700 1|9600 15|mnr 819|anycode -47	holyboost 1|deathboost 1|A300 638|2d6units 326	
2477	Gorilon is strengthening his p	13	Gorilon is strengthening his power! He dwells in ##landname## and must be stopped if this world shall live.	code -91|unique 3|land 1|4700 1|9600 10|mnr 819|anycode -47	code -92|holyboost 1|deathboost 1|worldincscale3 Turmoil|worldage 2|revealprov 1	
2478	Gorilon has been defeated!	13	Gorilon has been defeated!	nomonster 819|code -92	code 0|worlddecscale Turmoil	
2479	Mastema, Dweller in the Shadow	13	Mastema, Dweller in the Shadows, has entered this world! There have been signs of his presence in ##landname##. Unless found, he will walk the earth and sow his evil across the lands.[Robe of Shadows]	9600 50|4700 1|unique 1|nomnr 492|9600 50|anycode -45|code 0|land 1	6B00 1|revealprov 1|code 189|stealthcom 492|addequip 1|addequip 1|stealthcom 492|4d6units 88	
2480	The shadow lying over this pro	0	The shadow lying over this province has lifted somewhat, but still an evil presence is felt by those sensitive to such things.	4700 1|9600 10|monster 492|code 189|unique 3	code 190|6B00 0|killmon 492	
2481	Mastema moves in the shadows. 	13	Mastema moves in the shadows. His presence can now been felt in ##landname##. [Robe of Shadows]	4700 1|9600 90|unique 5|land 1|code 0|anycode 190	revealprov 1|resetcode 190|6B00 1|code 189|stealthcom 492|addequip 1|addequip 1|4d6units 88	
2482	Shadows deepen.	0	Shadows deepen.	4700 1|9600 20|unique 5|code 189	stealthcom 88|2d6units 2287|2d6units 2287|incscale2 Turmoil	
2483	Rejoice! The Dweller in Shadow	13	Rejoice! The Dweller in Shadows has been banished!	4700 1|nomonster 492|code 189	code 0|resetcode 189|resetcode 189	
2484	Mastema has been defeated! In 	0	Mastema has been defeated! In his dwelling place was found a portal of dark power. Some unfortunate virgins were found in the dungeon, probably offered to the demon by locals. [Demon Gate]	4700 1|nomonster 492|code 189|unique 1|freesites 1	newsite -1|3d6vis B	
2485	Your temple has been desecrate	0	Your temple has been desecrated! An acolyte was found strung face down above the altar, the divine statues broken, your glorious visage defaced and entrails scattered in the chancel. Repairs have been costly.	9600 3|temple 1|anycode -45|anycode -45|anycode -45|code 0	code -49|gold -100|incdom -5|incscale2 Turmoil	
2486	The statues of the temple have	0	The statues of the temple have mysteriously been turned backwards during the night, as if not wanting to look upon the altar.	9600 3|land 1|temple 1|anycode -46|anycode -46|code 0	code -49|incdom -3|incscale Turmoil	
2487	People have been disappearing.	0	People have been disappearing. It may be the work of demons. Or perhaps they just ran away.	code 0|9600 2|land 1|anycode -46|anycode -46|anycode -46	code -49	
2488	A village well has turned red.	0	A village well has turned red.	code 0|9600 2|land 1|anycode -47	code -49|incscale2 Turmoil|unrest 3	
2489	The locals are conducting demo	0	The locals are conducting demon worship.	code 0|9600 2|land 1|anycode -47	code -49|incdom -2|incscale2 Turmoil	
2490	A calf has been born with thre	0	A calf has been born with three heads.	code 0|9600 2|land 1|anycode -47	code -49|incscale2 Turmoil|unrest 3	
2491	A village well has turned red.	0	A village well has turned red.	9600 1|land 1|anycode -46|anycode -46		
2492	The locals are conducting demo	0	The locals are conducting demon worship.	9600 1|land 1|anycode -46|anycode -46		
2493	A calf has been born with thre	0	A calf has been born with three heads.	9600 1|land 1|anycode -46|anycode -46		
2494	A village well has turned red.	0	A village well has turned red.	9600 1|land 1|anycode -45|anycode -45|anycode -45		
2495	The locals are conducting demo	0	The locals are conducting demon worship.	9600 1|land 1|anycode -45|anycode -45|anycode -45		
2496	A calf has been born with thre	0	A calf has been born with three heads.	9600 1|land 1|anycode -45|anycode -45|anycode -45		
2497	There are rumors of demon wors	0	There are rumors of demon worship! People are turning from the pure faith. Priests should be sent to investigate.	9600 1|story 1|anycode -44|chaos -1|code -49	code 179|6B00 1	
2498	Your ardent priests have been 	0	Your ardent priests have been able to sway some of the lost into the fold of true faith. The sinners have repented and confessed. The worship of dark powers has mostly subsided.	preach 25|temple 1|dominion 2|code 179|code 179	code 0	
2499	Your ardent priests have been 	0	Your ardent priests have been able to sway some of the lost into the fold of true faith. The sinners have repented and confessed. The worship of dark powers has mostly subsided.	preach 12|temple 0|dominion 2|code 179|code 179	code 0	
2500	Your priest has attempted an e	0	Your priest has attempted an exorcism, causing the demon to take physical form !	9600 5|targorder 6|code 181|code 181|code 181	2700 2|assassin 1662	
2501	Your priest has found a schola	0	Your priest has found a scholar possessed by evil spirits and attempted an exorcism. When recovered, the man swore to serve the true faith in thanks for salvation.	9600 1|unique 3|pathholy 1|code 180|code 180	nation -2|com 478	
2502	Your priest has attempted an e	0	Your priest has attempted an exorcism, causing the demon to take physical form !	9600 2|targpath1 9|code 181|code 181|code 181	2700 2|assassin 303	
2503	The infernal powers are fighti	0	The infernal powers are fighting your influence. Your priest has been attacked by a demon!	9600 4|targpath1 9|code 181|code 181|code 181	2700 2|assassin 638|incdom -2|incscale2 Turmoil	
2504	A priest has been corrupted! W	0	A priest has been corrupted! When on the pyre, he screamed blasphemies in a shrill, otherworldly voice. Some of your men have been cursed.	9600 5|monster 240|code 181|code 181|code 181	incdom -3|curse 10|killmon 240	
2505	Your priest has attempted an e	0	Your priest has attempted an exorcism, but was attacked by the demon! In the struggle, your servant found great strength of spirit.	9600 3|targpath1 9|code 181|code 181|code 181	1d3units 1|1d3units 1|2700 2|assassin 526	
2506	Your priest has attempted an e	0	Your priest has attempted an exorcism, but was attacked by the demon! In the struggle, your servant found great strength of spirit.	9600 3|targpath1 9|code 181|code 181|code 181	1d3units 1|2700 2|assassin 303	
2507	It is rumored that the Cult ha	0	It is rumored that the Cult has managed to summon a Demon. However, it has not yet shown itself to the naked eye.	9600 2|code 184|code 184|code 184|code 184	stealthcom 88|9C00 88|incdom -3|incscale2 Turmoil	
2508	It is rumored that the Cult ha	0	It is rumored that the Cult has managed to summon several Demons. However, they have not yet revealed themselves.	9600 3|code 184|code 184|code 184|code 184	stealthcom 2287|2d6units 2287|incdom -3|incscale2 Turmoil	
2509	It is rumored that the Cult ha	0	It is rumored that the Cult has managed to summon a Demon. However, it has not yet shown itself to the naked eye.	9600 3|code 184|code 184|code 184|code 184	stealthcom 811|incdom -3|incscale2 Turmoil	
2510	More people have turned from t	0	More people have turned from the true faith. If a temple is built your preachers may yet turn wickedness from the hearts of the people.	9600 30|temple 0|code 180|code 180	incdom -3|incscale Turmoil	
2511	One of your servants has found	0	One of your servants has found an item hidden in the home of a prominent citizen. [Blood Pendant]	9600 5|unique 2|commander 1|code 180|code 180	magicitem 9	
2512	Your informants whisper that t	0	Your informants whisper that the Cult seems to be preparing for some special occasion. Strange apparel and ingredients have been acquired by cult followers. Perhaps prayer will suffice to banish the evil forces, but an armed search by at least a score men may be needed. Another option could be to send one capable in the infernal arts to infiltrate the cult.	9600 20|chaos 2|code 179	code 180	
2513	Your informants whisper that t	0	Your informants whisper that the Cult seems to be preparing for some special occasion. Strange apparel and ingredients have been acquired by cult followers. Perhaps prayer will suffice to banish the evil forces, but an armed search by at least a score men may be needed. Another option could be to send one capable in the infernal arts to infiltrate the cult.	9600 14|code 179	code 180	
2514	Your temple has been desecrate	0	Your temple has been desecrated! Evil symbols were written in blood on its altar and the remains of a human sacrifice was found. An armed search may be necessary to find the evildoers.	9600 10|temple 1|code 183|code 183	incdom -4|gold -150|incscale2 Turmoil	
2515	One of your servants has disap	0	One of your servants has disappeared mysteriously.	9600 4|targpath4 0|code 183|code 183|code 183	banished -12|incscale2 Turmoil	
2516	A knight has appeared, on a qu	0	A knight has appeared, on a quest against evil. [Herald Lance]	9600 5|noera 1|unique 2|code 183|code 183	nation -2|com 2359|addequip 9|2d6units 2360	
2517	A pentagram has been found in 	0	A pentagram has been found in the basement of a town house! [Pentagram]	9600 4|freesites 1|unique 2|code 180	newsite -1	
2518	Some blood slaves have been li	0	Some blood slaves have been liberated from a secret dungeon.	9600 5|code 180	2d6vis B	
2519	One of the initiates in the De	0	One of the initiates in the Demon Cult has been caught and interrogated. Before swallowing his tongue, the man boasted that his brethren are going to summon the prince of Hell to rule this land and reward his servants! Your men have some hints of where this summoning will take place and may be able to interfere in time to stop it. 	9600 40|mintroops 20|targorder 3|code 180	code 181	
2520	A cabal of sorcerers have been	0	A cabal of sorcerers have been caught in the act of human sacrifice! Gathering in the basement of a town house, they were interrupted when trying to summon a greater demon from beyond. A battle ensued! [Brazen Vessel]	9600 40|mintroops 20|targorder 3|code 181	code 182|com 95|addequip 9|addequip 9|4com 94|2d6units 303|A300 2536|com 95|addequip 9	
2521	The Demon Cult has been shatte	0	The Demon Cult has been shattered and the possessions of its followers claimed by the church!	nomonster 95|nomonster 95|code 182	code 0|gold 300|magicitem 2|2d6vis B|incdom 2	
2522	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [Demon Whip]	9600 3|nomonster 826|code 181	code 182|com 826|addequip 9|addequip 9|com 826|2d6units 303|A300 2536|com 826|addequip 9	
2523	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [Infernal Sword]	9600 3|nomonster 827|code 181	code 182|com 827|addequip 1|addequip 1|com 827|2d6units 303|A300 2536|com 827|addequip 1	
2524	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [Hell Sword]	9600 3|nomonster 828|code 181	code 182|com 828|addequip 1|addequip 1|com 828|2d6units 303|A300 2536|com 828|addequip 1	
2525	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [Carmine Cleaver]	9600 3|nomonster 829|code 181	code 182|com 829|addequip 1|addequip 1|com 829|2d6units 303|A300 2536|com 829|addequip 1	
2526	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [The Heart of Life]	9600 3|nomonster 818|code 181	code 182|com 818|addequip 1|addequip 1|com 818|2d6units 303|A300 2536|com 818|addequip 1	
2527	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [The Heart of Life]	9600 3|nomonster 819|code 181	code 182|com 819|addequip 1|addequip 1|com 819|2d6units 303|A300 2536|com 819|addequip 1	
2528	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [The Heart of Life]	9600 3|nomonster 820|code 181	code 182|com 820|addequip 1|addequip 1|com 820|2d6units 303|A300 2536|com 820|addequip 1	
2529	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents. [Elixir of Life]	9600 1|nomonster 810|code 181	code 182|com 810|addequip 1|addequip 1|com 810|2d6units 303|A300 2536|com 810|addequip 1	
2530	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents.	9600 1|nomonster 1405|code 181	code 182|com 1405|addequip 1|addequip 1|com 1405|2d6units 303|A300 2536|com 1405|addequip 1	
2531	The Demon Cult has brought one	0	The Demon Cult has brought one of the Demon Lords into this world! People flee in panic as they and their master revel in killing the innocents.	9600 2|nomonster 822|code 181	code 182|com 822|addequip 1|com 822|2d6units 303|A300 2536|com 822|addequip 1	
2532	Your blood mage has been able 	0	Your blood mage has been able o infiltrate the Demon Cult. He reports they are preparing for a major summoning.	9600 55|targpath1 8|targpath4 0|E300 1|code 180	code 181	
2533	Your mage has partaken in the 	0	Your mage has partaken in the summoning of a greater demon. Being highly skilled, he managed to trick the fiend into serving him instead of the cabal.	9600 50|targpath3 8|targpath4 0|E300 1|code 181	code 0|com 95|2d6units 2536|nation -2|com 95	
2534	Your mage has witnessed the su	0	Your mage has witnessed the summoning of a greater demon!	9600 3|nomonster 820|code 181	code 182|com 820|addequip 1|addequip 1|com 820	
2535	Your ardent priests have been 	0	Your ardent priests have been able to sway some of the lost into the fold of true faith. The sinners have repented and confessed. Former cult members have revealed the secret location of the summoning circle where the cult plans to conduct their black magic. It would be wise to swiftly send some armed men to deal with the leaders before they try something desperate.	preach 15|dominion 4|code 180	code 181	
2536	Your ardent priests have been 	0	Your ardent priests have been able to sway some of the lost into the fold of true faith. The sinners have repented and confessed. Former cult members have revealed the secret location of the cabal leaders and born-anew citizens have formed a possy to deal with the evildoers!	preach 15|dominion 5|code 180	code 182|com 95|addequip 9|addequip 9|4com 94|2d6units 303|A300 2536|com 95|addequip 9|nation -2|2com 39|4d6units 1565	
2537	Your blood mage has been able 	0	Your blood mage has been able to infiltrate the Cult and lead your men to its secret hideout. A cabal of sorcerers was caught in the act of human sacrifice! Gathering in the basement of a town house, they were interrupted when trying to summon a greater demon from beyond. A battle ensued! [Brazen Vessel]	9600 25|mintroops 20|targpath4 0|targpath2 8|code 181	code 182|com 95|addequip 9|addequip 9|4com 94|2d6units 303|A300 2536	
2538	A warlock has been caught and 	0	A warlock has been caught and his blood slaves liberated. When pressured, the man revealed the whereabouts the demon-worshiping cabal that is probably the center of the Cult. At least a handful of men will be needed to find and deal with it.	9600 10|mintroops 45|code 179	code 181|2d6vis B	
2539	One of your mages has found a 	0	One of your mages has found a blasphemous book hidden at the home of a suspected Cult member. After reading it, the pages smoldered.	unique 2|9600 4|targpath4 0|targpath1 53|code 179|code 179	holyboost 1	
2540	An angel of the host has desce	0	An angel of the host has descended to aid in the fight against evil!	9600 1|order 1|unique 2|nopathholy 1|code 180	nation -2|com 543	
2541	Your informants claim that one	0	Your informants claim that one of the local nobles is involved in Cult worship. Rumors say he never leaves his house at daytime. A mage skilled in blood magic may be able to find proof of his involvement in the deviant practices, or perhaps your churchmen may be able to find out more.	9600 8|code 179	code 183	
2542	A pious servant of the suspect	0	A pious servant of the suspected nobleman has confessed that unholy rites are indeed taking place at his manor. The man is willing to lead your men there and suggests to bring a good number of them, for his lord is unnaturally strong and has loyal men about him.	preach 25|code 183	code 184	
2543	A corpse has been found, drain	0	A corpse has been found, drained of blood.	9600 15|code 183		
2544	Your blood mage has found sign	0	Your blood mage has found signs of a demonic presence in the nobleman's manor. The place is well guarded, so a fair number of men will be needed to make an arrest.	9600 80|targpath1 8|code 183	code 184	
2545	Your men have staged an attack	0	Your men have staged an attack on the manor of the demon-worshiping nobleman. They were confronted by the lord himself and his demonic servants!	9600 30|mintroops 35|code 184	code 0|com 3274|addequip 1|A300 198|2d6units 303	
2546	Your men have staged an attack	0	Your men have staged an attack on the manor of the demon-worshiping nobleman. They were confronted by the lord himself and the demon that has trapped his soul. [Hell Sword]	9600 20|mintroops 35|code 184	code 0|com 2538|addequip 9|com 2538|addequip 9	
2547	One of your servants has disap	0	One of your servants has disappeared.	9600 2|commander 1|targpath4 0|unluck 2|code 180	banished -12|fireboost 1	
2548	One of your servants has disap	0	One of your servants has disappeared.	9600 1|commander 1|targpath4 0|code 181|code 181	banished -12|fireboost 1	
2549	One of your servants has disap	0	One of your servants has disappeared.	9600 1|commander 1|targpath4 0|code 181|code 181	banished -13|waterboost 1	
2550	One of your servants has disap	0	One of your servants has disappeared.	9600 1|commander 1|targpath4 0|code 181|code 181	banished -11|astralboost 1	
2551	There are rumors of demon wors	2	There are rumors of demon worship! People are turning from the pure faith. Priests should be sent to investigate.	turn 25|story 1|chaos -2|code -49	code 179|6B00 1	
2552	Your ardent priests have been 	0	Your ardent priests have been able to sway some of the lost into the fold of true faith. The sinners have repented and confessed. The worship of dark powers has mostly subsided.	preach 4|temple 0|dominion 5|code 179	code 0	
2553	Your ardent priests have been 	0	Your ardent priests have been able to sway some of the lost into the fold of true faith. The sinners have repented and confessed. The worship of dark powers has mostly subsided.	preach 4|temple 1|dominion 5|code 180	code 0	
2554	Your informants claim a local 	0	Your informants claim a local warlock is preparing a major summoning. You may send a blood mage to assist him, some priests to incite the mob against him or armed men to flush him  out.	land 1|9600 1|capital 0|story 1|code -49	code 186|6B00 1|incscale2 Turmoil|decscale Drain	
2555	You have not stopped the warlo	0	You have not stopped the warlock in time! [Armor of Twisting Thorns]	9600 7|nomnr 900|code 186	code 0|com 2540|holyboost 1|holyboost 1|addequip 1|com 2540|addequip 1|addequip 1|2d6units 526	
2556	You have not stopped the warlo	0	You have not stopped the warlock in time!	9600 3|code 186	code 0|com 2540|holyboost 1|holyboost 1|addequip 1|2d6units 304|6d6units 303	
2557	Your men have found the secret	0	Your men have found the secret abode of the warlock in time to interrupt his sinister plans!	9600 80|mintroops 30|code 186	code 0|com 2540|holyboost 1|holyboost 1|addequip 1|4d6units 303	
2558	More men are needed to find th	0	More men are needed to find the warlock!	mintroops 7|maxtroops 29|code 186		
2559	Your priests have incited reli	0	Your priests have incited religious fury into the hearts of the faithful. They have risen to drive evil from the land!	preach 25|code 186	code 0|com 2540|holyboost 1|holyboost 1|addequip 1|nation -2|com 2540|addequip 1|1d6units 1560|9C00 2227|A300 1565	
2560	Prayers have been answered! An	0	Prayers have been answered! An Angel of the Host has come to fight the demonic influence that infests the land.	preach 1|unique 3|order 2|code 186	nation -2|com 543	
2561	Your blood mage has joined wit	0	Your blood mage has joined with the local warlock and attempted a summoning. Unfortunately the demon broke free! [Ring of Regeneration]	nomnr 900|targpath1 8|9600 15|code 186	code 0|com 900|addequip 1|addequip 1|4d6units 526|nation -2|com 900|holyboost 1|holyboost 1|addequip 1	
2562	Your blood mage has joined wit	0	Your blood mage has joined with the local warlock and attempted a summoning. Unfortunately the demon broke free! [The Heart of Life]	nomnr 827|targpath1 8|9600 15|code 186	code 0|com 827|addequip 1|addequip 1|4d6units 526|nation -2|com 827|holyboost 1|holyboost 1|addequip 1	
2563	Your blood mage has joined wit	0	Your blood mage has joined with the local warlock and attempted a summoning. Unfortunately the demons broke free!	targpath1 8|9600 15|code 186	code 0|4com 304|AB00 2286|nation -2|com 2540|holyboost 1|holyboost 1|addequip 1	
2564	Your blood mage has joined wit	0	Your blood mage has joined with the local warlock and attempted a summoning. A powerful demon was bound!	targpath2 8|9600 15|nomonster 828|code 186	code 0|nation -2|com 828|com 828|addequip 1	
2565	Your blood mage has joined wit	0	Your blood mage has joined with the local warlock and attempted a summoning. Some demons were bound!	targpath2 8|9600 15|code 186	code 0|nation -2|4com 88|com 95|addequip 1	
2566	Your informants claim a local 	2	Your informants claim a local warlock is preparing a major summoning. You may send a blood mage to assist him, some priests to incite the mob against him or armed men to flush him  out.	land 1|unique 2|capital 0|turn 20|story 1|code 0	code 186|6B00 1|incscale2 Turmoil|decscale Drain	
2567	A Summoning Circle has been fo	0	A Summoning Circle has been found in the ruins of an ancient manor.[Summoning Circle]	9600 3|freesites 1|unique 1|code 180	newsite -1	
2568	A Summoning Circle has been fo	-1	A Summoning Circle has been found in the ruins of an ancient manor.[Summoning Circle]	code 0|freesites 1|unique 1|anycode -44	code -49|newsite -1	
2569	The armies of Hell have fought	0	The armies of Hell have fought a battle in this land! Ashen Fields now lie where once were crops and peaceful gardens. [Ashen Fields]	9600 1|unique 3|farm 1|capital 0|code -49	code 0|newsite -1|kill 20|incscale2 Turmoil|unrest 100	
2570	One of your mages has tried to	1	One of your mages has tried to make a bargain with the Heliophagus, but was tricked and sent to inferno.	targpath1 53|targpath4 0|monster 818	banished -13	
2571	One of your mages has tried to	1	One of your mages has tried to make a bargain with the Heliophagus, but was tricked and sent to inferno.	targpath1 53|targpath4 0|monster 819	banished -13	
2572	One of your mages has tried to	1	One of your mages has tried to make a bargain with the Heliophagus, but was tricked and sent to inferno.	targpath1 53|targpath4 0|monster 820	banished -13	
2573	One of your mages has tried to	1	One of your mages has tried to reveal the secrets of demonic power from a powerful devil but only managed to anger the demon and was sent to Kokytos.	targpath1 53|targpath4 0|monster 821	banished -12	
2574	One of your mages has tried to	1	One of your mages has tried to reveal the secrets of demonic power from a powerful devil but only managed to anger the demon and was sent to Kokytos.	targpath1 53|targpath4 0|monster 822	banished -12	
2575	One of your mages has tried to	1	One of your mages has tried to reveal the secrets of demonic power from a powerful devil but only managed to anger the demon and was sent to Kokytos.	targpath1 53|targpath4 0|monster 823	banished -12	
2576	One of your mages has tried to	1	One of your mages has tried to reveal the secrets of demonic power from a powerful devil but only managed to anger the demon and was sent to Kokytos.	targpath1 53|targpath4 0|monster 824	banished -12	
2577	One of your mages has tried to	1	One of your mages has tried to reveal the secrets of demonic power from a powerful devil but only managed to anger the demon and was sent to Kokytos.	targpath1 53|targpath4 0|monster 825	banished -12	
2578	One of your mages was sucked i	1	One of your mages was sucked into the Demon Gate. If returning is possible, some insights may have been gained. [Demon Gate]	targpath1 53|targpath4 0|foundsite 1	banished -13|pathboost 4|pathboost 4|fireboost 1	
2579	One of your mages was sucked i	1	One of your mages was sucked into the Demon Gate. If return-in is possible, some insights may have been gained. [Demon Gate]	targpath1 53|targpath4 0|foundsite 1	banished -12|pathboost 4|pathboost 4|waterboost 1	
2580	One of your commanders agreed 	1	One of your commanders agreed to run an errand for The Goat Sun.	targpath4 0|monster 1405	banished -12	
2581	One of your commanders agreed 	1	One of your commanders agreed to run an errand for the Arch Devil.	targpath4 0|monster 305	banished -12	
2582	One of your commanders agreed 	1	One of your commanders agreed to run an errand for the Arch Devil.	targpath4 0|monster 826		
2583	One of your commanders agreed 	1	One of your commanders agreed to run an errand for the Arch Devil.	targpath4 0|monster 827		
2584	One of your commanders agreed 	1	One of your commanders agreed to run an errand for the Arch Devil.	targpath4 0|monster 828		
2585	One of your commanders agreed 	1	One of your commanders agreed to run an errand for the Arch Devil.	targpath4 0|monster 829		
2586	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed just to carry a small burden for his tutor. That burden turned out to be the plague.	targpath1 53|targpath4 0|monster 305	gainaff 8|pathboost 0	
2587	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed just to carry a small burden for his tutor. That burden turned out to be the plague.	targpath1 53|targpath4 0|monster 826	gainaff 8|gainaff 8	
2588	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed just to carry a small burden for his tutor. That burden turned out to be the plague.	targpath1 53|targpath4 0|monster 827	gainaff 8|gainaff 8	
2589	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed just to carry a small burden for his tutor. That burden turned out to be the plague.	targpath1 53|targpath4 0|monster 828	gainaff 8|gainaff 8	
2590	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed just to carry a small burden for his tutor. That burden turned out to be the plague.	targpath1 53|targpath4 0|monster 829	gainaff 8|gainaff 8	
2591	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed to lend the fiend his strong right arm in accomplishing a small task.	targpath1 53|targpath4 0|monster 829|E300 1	gainaff 1073741824	
2592	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed to lend the fiend his strong right arm in accomplishing a small task.	targpath1 53|targpath4 0|monster 826|E300 1	gainaff 1073741824	
2593	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed to lend the fiend his strong right arm in accomplishing a small task.	targpath1 53|targpath4 0|monster 827|E300 1	gainaff 1073741824	
2594	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed to lend the fiend his strong right arm in accomplishing a small task.	targpath1 53|targpath4 0|monster 828|E300 1	gainaff 1073741824	
2595	One of your mages has struck a	2	One of your mages has struck a deal with the Devil. In return for some secrets he agreed to lend the fiend his strong right arm in accomplishing a small task.	targpath1 53|targpath4 0|monster 829|E300 1	gainaff 1073741824	
2596	One of your mages has struck a	1	One of your mages has struck a deal with the Heliophagus. In exchange for great power, the fiend just asked the mage to lend his good eyes for the study of an old manuscript.	targpath1 53|targpath4 0|monster 818	gainaff 524288|gainaff 524288|holyboost 1	
2597	One of your mages has struck a	1	One of your mages has struck a deal with the Heliophagus. In exchange for great power, the fiend just asked the mage to lend his good eyes for the study of an old manuscript.	targpath1 53|targpath4 0|monster 819	gainaff 524288|gainaff 524288|holyboost 1	
2598	One of your mages has struck a	1	One of your mages has struck a deal with the Heliophagus. In exchange for great power, the fiend just asked the mage to lend his good eyes for the study of an old manuscript.	targpath1 53|targpath4 0|monster 820	gainaff 524288|gainaff 524288|holyboost 1	
2599	There have been signs of some 	0	There have been signs of some activity at the Ancient Ruin. It should perhaps be investigated by a mage. Otherwise, a thrifty adventurer could be sent to explore it. [Ancient Ruin]	9600 5|foundsite 1|unique 2|luck 0|code 0	code -61|6B00 1	
2600	Your servant has found a treas	0	Your servant has found a treasure. Unfortunately it was guarded by a monster!	9600 25|targpath1 53|code -61	code 0|2700 2|assassin -14|gold 100|magicitem 1|magicitem 1	
2601	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2323|code -61	code 0|2700 2|assassin -1|gold 150|magicitem 1|magicitem 1	
2602	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2324|code -61	code 0|2700 2|assassin 2130|gold 150|magicitem 1|magicitem 1	
2603	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2325|code -61	code 0|2700 2|assassin -9|gold 150|magicitem 1|magicitem 1	
2604	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2326|code -61	code 0|2700 2|assassin -12|gold 150|magicitem 1|magicitem 1	
2605	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2327|code -61	code 0|2700 2|assassin -1|gold 150|magicitem 1|magicitem 1	
2606	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2328|code -61	code 0|2700 2|assassin 2130|gold 150|magicitem 1|magicitem 1	
