id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	mountmnr	skilledrider	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	bow	head	body	foot	misc	crownonly	pathcost	startdom	bonusspells	F	A	W	E	S	D	N	G	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	domimmortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	voidsanity	darkvision	blind	animalawe	awe	haltheretic	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	reform	regeneration	reanimator	poisonarmor	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	adeptsacr	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	xpshape	unique	fixedname	special	nametype	summon	n_summon	autosum	n_autosum	batstartsum1	batstartsum2	domsummon	domsummon20	raredomsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	deathfire	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamialord	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	battlesum5	acidshield	drake	prophetshape	horror	enchrebate50p	latehero	sailsize	uwdamage	landdamage	rpcost	buffer	rand5	nbr5	link5	mask5	rand6	nbr6	link6	mask6	mummification	diseaseres	raiseonkill	raiseshape	sendlesserhorrormult	xploss	theftofthesunawe	incorporate	hpoverslow	blessbers	dragonlord	curseattacker	uwheat	slothresearch	horrordeserter	mindvessel	elementrange	sorceryrange	older	disbelieve	firerange	astralrange	landreinvigoration	naturerange	beartattoo	horsetattoo	reincarnation	wolftattoo	boartattoo	sleepaura	snaketattoo	appetite	astralfetters	foreignmagicboost	templetrainer	infernoret	kokytosret	addrandomage	unsurr	combatcaster	homeshape	speciallook	aisinglerec	nowish	bugreform	mason	onisummon	sunawe	spiritsight	defenceorganiser	invisible	startaff	ivylord	spellsinger	magicstudy	triplegod	triplegodmag	unify	triple3mon	yearturn	fortkill	thronekill	digest	indepmove	unteleportable	reanimpriest	stunimmunity	entangle	alchemy	woundfend	singlebattle	falsearmy	summon5	ainorec	researchwithoutmagic	slaver	autocompete	deathparalyze	adventurers	cleanshape	reqlab	reqtemple	horrormarked	changetargetgenderforseductionandseductionimmune	corpseconstruct	guardianspiritmodifier	isashah	iceforging	isayazad	isadaeva	blessfly	plant	clockworklord	commaster	comslave	minsizeleader	snowmove	swimming	stupid	skirmisher	ironvul	heathensummon	unseen	illusionary	reformtime	immortalrespawn	nomovepen	wolf	dungeon	graphicsize	twiceborn	aboleth	tmpastralgems	localsun	tmpfiregems	defiler	mountedbeserk	lanceok	startheroab	minprison	uwfireshield	saltvul	landenc	plaguedoctor	curseluckshield	pathboostuw	pathboostland	noarmormapmovepenalty	farthronekill	hpoverflow	indepstay	polyimmune	horrormark	deathdisease	allret	percentpathreduction	aciddigest	beckon	slaverbonus	carcasscollector	mindcollar	labpromotion	mountainrec	indepspells	enchrebate50	summon1	randomspell	deathpower	deathrec	norange	insanify	reanimator	defector	nohof	batstartsum1d3	enchrebate10	undying	moralebonus	uncurableaffliction	autoblessed	wintersummon1d3	stygianguide	almostundead	end
3595	Bebryx	6							12	20	2		1		0	0	3	3	15	1	10	13	13	12	12	9	3	16	13						75					2		1	1	1	2														1																	1												1																																		2											5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3596	Bekryde Shaman	446							44	150			1		0	0	3	3	14	1	13	9	12	9	9	8	3	16	13						10					2		1	1	1	2								1						1	100	1	1	9728													1												1																																													5	5			50																																																													-2																																																																																																							1																																																																																																																																																																													
3597	Mairu Warrior	165							44				1		0	0	6	6	42	5	12	13	22	11	10	10	2	16	17						10				150	2		1	1	1	2																																											1																																																																																																																																																																																																																					1																																									1																																																																																																																												107								
3598	Mairu Hurler	252	27						44				1		0	0	6	6	40	5	12	13	22	10	10	10	2	16	17						10				150	2		1	1	1	2																																											1																																																																																																									5																																																																																																												1																																									1																																																																																																																												107								
3599	Mairu Champion	14	21						44				1		0	0	6	6	45	5	14	14	23	12	11	10	2	16	17						50				150	2		1	1	1	2								1																																			1																																																																																																																																																																																																																					1																																									1																																																																																																																												107								
3600	Basajaun	7											1		0	0	5	5	31	7	15	14	18	11	9	9	3	16	14						10				150	2		1	1	1	2								2			1				100	1	1	8960													1											1	1																																													5	5			50																																						1																																																																																																																														1																																																																																																																																																																													
3601	Basandere	92											1		0	0	5	5	26	5	15	14	17	11	9	9	3	16	14						10				150	2		1	1	1	2							1	1			2				100	1	1	1792													1										1	1	1																																													5	5			50																																																										50																																																																																																										1																																																																																																																																																																													
3602	Jentil	14											2		0	0	8	8	73	7	18	14	26	12	11	10	2	20	14						50				1000	2		1	1	1	2							1	3			1				10	1	1	9728													1												1																																													5	5			50																																						2		25																																																																																																																												1																																																																																																																																																																													
3603	Sorgina	9											1		0	0	3	3	10	0	17	13	9	10	12	12	3	20	12						10				250	2		1	1	1	2						3	1	1			1			1	10	1	1	9984													1										1	1	1								1	1																																								100																																																																									3604																																																																																											1																																																																																																																																																																													
3604	Black Cat	20											1		0	0	1	1	4	0	17	13	4	12	15	12	2	20	24						0				250	0		0	0	0	2																															1											1	1															80																																		100																																																																									3603																																																																																											1																																																																																																																																																																													
3605	Tartalo	165							44				1		0	0	7	7	47	6	9	14	24	11	9	7	2	16	17						35				150	2		1	1	1	2																																																																															2																																																																																																		107	3142	2																																																						1																							1																																									1																																																																																																																												107								
3606	Bekryde Shepherd	7							44				1		0	0	3	3	13	1	9	9	12	9	9	8	3	16	13						20					2		1	1	1	2																																											1																																				2									5	5			50																																																																																						2512	1																																																																													1																																																																																																																																																																													
3607	Pyrènian Crossbowman	12	25						6	120			1		0	0	3	3	12	0	9	11	11	9	9	8	3	15	12						50					2		1	1	1	2																																											1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3608	Pyrènian Spearman	1							8	20	2		1		0	0	3	3	12	0	9	11	11	10	10	8	3	15	12						50					2		1	1	1	2																																											1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3609	Pyrènian Footman	8							8	20	3		1		0	0	3	3	12	0	9	11	11	10	10	8	3	15	12						50					2		1	1	1	2																																											1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3610	Pyrènian Man at Arms	8							13	20	3		1		0	0	3	3	14	0	9	12	12	11	11	8	3	15	12						50					2		1	1	1	2																																											1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3611	Pyrènian Swordsman	11							13	20			1		0	0	3	3	14	0	9	11	12	11	11	8	3	15	12						50					2		1	1	1	2																																											1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3612	Pyrènian Knight	4	8						18	21	3		1		0	0	3	3	15	0	9	13	12	12	12	8	3	14	12			3517	2		50					2		1	1	1	2																																																																																								5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3613	Emerald Knight	4	8						19	21	3		1		0	0	3	3	16	0	10	13	13	12	12	10	3	14	12			3623	2		50					2		1	1	1	2																															1												1																																													5	5			50																																																										5																																																																																																										1																																																																																																																																																																													
3614	Pyrènian Castellan	8							13	20	3		1		0	0	3	3	13	0	9	12	12	11	11	10	3	14	12						75					2		1	1	1	2																																											1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3615	Pyrènian Marquess	4	8						18	21	3		1		0	0	3	3	12	0	9	13	12	12	12	10	3	14	12			3517	3		100					2		1	1	1	2																																																																																								5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3616	Emerald Count	4	8						19	21	3		1		0	0	3	3	14	0	13	12	12	12	12	10	3	14	12			3623	3		100				40	2		1	1	1	2														1																	1												1																																													5	5			50																																																																																																																																																																				15																																																																																																																																																																													
3617	Pyrènian Monk	9											1		0	0	3	3	11	0	12	9	10	9	9	8	3	14	10						10					2		1	1	1	2														1	100	1	1	42112													1												1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3618	Pyrènian Priest	9											1		0	0	3	3	9	0	12	11	9	9	9	10	3	14	10						50					2		1	1	1	2														1	50	1	1	32768													1												1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3619	Pyrènian Bishop	9											1		0	0	3	3	9	0	17	13	9	9	9	10	3	14	10						50				40	2		1	1	1	2													1	2	100	1	1	33920													1												1																																													5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3620	Sorgina	9											1		0	0	3	3	10	0	16	13	9	10	12	12	3	20	12						10			165	250	2		1	1	1	2					1	2							2																												1	1	1								1	1																																								100																																																																									3621																																																																																											1																																																																																																																																																																													
3621	Black Cat	20											1		0	0	1	1	4	0	17	13	4	12	15	12	2	20	24						0			165	250	0		0	0	0	2																																										1	1															80																																		100																																																																									3620																																																																																											1																																																																																																																																																																													
3622	Akerbeltz	101											2		0	0	4	4	27	4	17	16	16	9	9	9	3	16	15						100				150	2		1	1	1	2								1			2		3		100	1	1	41984	10	1	1	41984																				1																40								1													1																																																																													1		4																																																																																																		1																																																																																																																																																																													
3623	Sacred Mouflon	300							253				1		0	0	5	5	26	7	6	11	16	9	11	5	2	20	18						50					0		0	0	0	2																															1								1				1																														1																5																																																													5																																																																																																										1																																																																																																																																																																													
3624	Phantasmal Warrior	770							259	261	260		1		0	0	3	3	14	0	14	13	12	13	13	13	0	18	12						50		10		500	2		1	1	1	2																																					1																																		1																																											1																																																																																																																																														1																																																																																																																																																																													
3625	Phantasmal Wolf	766											1		0	0	3	3	11	0	12	14	11	14	12	5	2	24	26						50		10		500	0		0	0	0	2																																					1					1	1																												1																																											1																																																																																																																																														1																																																																																																										1																																																																			
3626	Phantasmal Beast	767	767	767	767	766							1		0	0	7	7	62	6	15	15	19	14	12	10	2	18	18						50		10		500	0	0	1	0	1	2																																					1											1																							1																																											1																																																																																																																																														1																																																																																																																																																																													
3627	Phantasmal Knight	769	67						48	213	155		1		0	0	3	3	15	0	14	14	12	14	14	13	0	18	12			3628			50		10		500	2		1	1	1	2																																					1																																		1																																											1																																																																																																																																														1																																																																																																																																																																													
3628	Phantasmal Steed	504							255				1		0	0	5	5	23	5	12	13	16	13	12	5	2	24	24						50		10		500	2		1	1	1	2																																					1																																		1																																											1																																																																																																																																														1																																																																																																																																																																													
3629	Aatxe	55	331										1		0	0	6	6	38	0	14	15	22	9	9	6	0	16	18						50					0		0	0	0	2																																																																																								25													8													1			1																																																																																																																																											1																																																			1							1																																																																																																																			
3630	Fir Bolg Cattle Raider	698							142				1		0	0	3	3	15	0	13	11	12	13	13	12	3	2	13						50				150	2		1	1	1	2																																																										40																																								2																																																																															142																																																																															1																																																																																																																																																																													
3631	Milesian Man at Arms	8							13	118	3		1		0	0	3	3	11	0	11	12	10	11	11	10	3	14	12						50				70	2		1	1	1	2																																																																																																																																																																																																																																																																1																																																																																																																																																																													
3632	Mother of Storms	231	584										1		0	0	8	8	77	3	18	30	20	12	14	14	2	20	16						150					2		1	1	1	2		60	3			2					1																														1										1	1																																			15																																																																																										138						3629						2																																																																			1																																																																																																																																																																													
3633	Bekryde	373	360						44				1		0	0	3	3	13	1	9	11	12	10	10	8	3	16	13						10					2		1	1	1	2																																											1																														1															5	5			50																																																																																																																																																																				1																																																																																																																																																																													
3634	Fir Bolg Charioteer	645	409						142	2			1		0	0	3	3	14	0	13	12	11	12	12	12	3	14	13			3563			50				150	2		1	1	1	2																																																																																																																																																																																																																																																																1																																																																																																																																																																													
3635	Mandeha	149							7	148			1		0	0	8	8	65	8	18	18	24	15	12	11	1	3	16						50	50			1000	2		1	1	1	2						3				2			3	3																	1					1						1									1																				1																	-10									5																									3	2																												5																										129																																							66																																								1																																							15		10																	1																																																																																																																			
3636	Mandeha	149							7	148			1		0	0	8	8	65	8	18	18	24	15	12	11	1	3	16						50	50			1000	2		1	1	1	2						2				3			3	3																	1					1						1									1																				1																	-10									5																									3	2																												5																										129																																							66																																								1																																							15		10																	1																																																																																																																			
3637	Captain Illusion	770											1		0	0	3	3	1	0	10	50	10	11	11	10	0	3	12						50			0		2		1	1	1	2																																		1														1																							1																			25																								1																																																																																																																																														1																																																										1																																																																																																																			
3638	Falconeer	6											1		0	0	3	3	10	0	10	12	9	10	10	11	3	14	12						10					2		1	1	1	2																																																																																																																																																																																																			3371																																																													1																																																																																																																																																																													
3639	Crystal Soul												1		0	0	10	10	300	28	18	30	15	5	0	5	0	0	2						150					0	0	0	0	0	1		40	4	1				1				2																						1				1										1						1																	1													1		1				25			1																																						-1																																														153																																																								0																							1																																																										1																																																																																															6																				
3640	Dark Crystal												1		0	0	10	10	200	28	18	30	15	5	0	5	0	0	2						150					0	0	0	0	0	1		40	4	1				1	2																									1				1										1						1																	1													1		1				25			1																																						-1																																														153																																																								0																							1																																																										1																																																																																															6																				
3641	Dragon	776	821	823	532								1		0	0	10	10	125	18	18	30	25	15	12	12	2	3	10						100					0	0	1	0	0	2	1	80	2					2																																			1								1																																														10						9																																																														3642																								10																																							2				-2																								1																				1																																																																																							1																																																																		
3642	Great Sage	7											1		0	0	3	3	10	0	18	30	13	10	10	12	3	2	10						100					2		1	1	1	2		80	2					2																																			1																																															15																																																																											3641																								10																																																																			1																				1																																																																																							1																																																																		
3643	Elephant Spearman	28							9	123			1		0	0	3	3	10	0	10	10	10	10	10	10	3	14	12						50					2		1	1	1	2																																																																																																																																																																																																																																																																1																																																																																																																																																																													
3644	Hippocampus	330	778										1		0	0	5	5	25	3	13	12	15	10	10	5	2	26	30						10					0		0	0	0	2																																							1								1																			1																																																																																																																																																																																														1																																																																																																																																																																													
3645	Sacred Hippocampus	330	778										1		0	0	5	5	25	3	14	13	15	10	10	5	2	26	30						50					0		0	0	0	2																															1								1								1																			1																																																																																																																																																																																														1																																																																																																																																																																													
3646	Kelpie	778											1		0	0	5	5	22	5	11	10	14	10	10	5	2	20	30						10					0		0	0	0	2																																							1									1																																												50																																																																													3647																																																																																							1																																																																																																																																																																													
3647	Kelpie	55											1		0	0	5	5	22	5	11	10	14	10	10	5	2	20	30						10					0		0	0	0	2																																							1									1																																												50																																																																														3646																																																																																						1																																																																																																																																																																													
3648	Armored Morvarc'h	778							263				1		0	0	5	5	25	4	14	13	15	13	13	5	2	26	30						10				150	0		0	0	0	2																															1								1									1								5			1																													15				50																																																																													3649																																																																																							1																																																																																																																																																																													
3649	Armored Morvarc'h	55	676						263				1		0	0	5	5	25	4	14	13	15	13	13	5	2	26	30						10				150	0		0	0	0	2																															1								1									1								5			1																													15				50																																																																														3648																																																																																						1																																																																																																																																																																													
3650	Immortal Gorgon	166	38										1		0	0	6	6	30	9	18	30	13	12	10	10	2	20	10						150					2	1	1	1	1	2	1	80	2					2		1																															1	1									1															1		1																						15							10															1																																																																	110												3																																																																			1																																																1																																																																																																																													
3651	God Spider	827	261	779									1		0	0	9	9	105	19	18	30	20	15	12	5	2	3	18						100					0	0	0	0	0	2		80	2							1		1																													1	1																																																15							5																																		-1																						-8																																				7																																												8																							1																																																																															2																																																																																														
3652	Anansi	7											2		0	0	3	3	9	0	14	12	9	10	11	10	2	16	13						10					2		1	1	1	2										1	1	2			100	1	1	28672	10	1	1	29824																				1																40		1																														5																																																													1												1		3653																																																																																											1																																																																																																																																																																													
3653	Great Spider	65	261	262									1		0	0	7	7	26	14	14	10	11	12	10	10	2	16	14						50					0		0	0	0	2																																										1																40																																15																																																																											3652																																																																			-1	8																							1																																																																																																																																																																													
3654	Weaver of Tales	7											1		0	0	3	3	10	0	18	30	10	10	10	10	2	14	13						100				500	2		1	1	1	2		20	1							1	1	1																														1																40		1																														5																																																																											3655												126																																																																															1																																																																																																																																																																													
3655	Great Spider	65	261	262									1		0	0	7	7	26	14	18	30	11	12	10	10	2	16	14						50				500	0		0	0	0	2		20	1							1	1	1																														1																40																																15																																																																											3654																																																																			-1	8																							1																																																																																																																																																																													
3656	Shark	20											1		0	0	8	8	45	6	4	15	20	10	10	5	3	20	20						50					0		0	0	0	2																																							1								1																								1																																																																																																																																																																																									1																																																																																																																																																																													
3657	Asp	783											1		0	0	1	1	2	1	4	50	2	12	10	5	2	1	6						10		10			0		0	0	0	2																																					1		1	1					1													40													1		1																																																																																																																																																																																							1																																																																																																											1																																																																		
3658	Salamander Asp	784											1		0	0	1	1	2	1	12	50	2	12	10	5	2	1	6						10		10			0		0	0	0	2																																					1		1	1					1													40													1		1															25													3																			1																																																																																																	50																																							1																																																																																																											1																																																																		
3659	Homunculus	575	228										1		0	0	1	1	3	1	16	50	3	8	8	10	1	2	6						0				50	2		1	1	1	2																																					1					1							1									60													1															1																																																																																											145																																																																															1																																																																																																					1																																																																								
3660	Hydra Tamer	263	3						5				1		0	0	3	3	11	0	10	16	11	11	13	10	3	14	11						10					2		1	1	1	2																																													1																																		2											15																																																																																																																																																																						1																																								1																																																																			1																																																																		
3661	Elephant Idol	547											1		0	0	10	10	200	20	18	50	20	5	0	5	0	1	6						150					0	0	0	0	0	1		40	4	1				1	2																									1														1																							1													1	1	1	15	15	15	25			1																								1														-1																	50																													149												8																																																																			1																																																										1																		1																																																																																																	
3662	Asura	1	10	438					101	266	266		1		266	0	9	9	96	3	18	30	25	12	14	12	3	20	17	8					200					4	1	2	1	1	1		60	3			1				1			1																																																																											-5																																			2																																																						129												8																																																																			1																																																2																																																																																																																													
3663	Daitya	477	438						142	266			1		0	0	8	8	82	4	18	18	22	13	13	13	2	20	17						150	50			1000	2		1	1	1	2														2	50	2	1	32768	50	2	1	256	50	2	1	16384					1					1																																			1																	-5																																			2																																																						129																																																																															1																																																										1																																																																																																																			
3664	Garuda	10	397						14	1	20		1		0	0	5	4	23	1	16	15	15	13	13	13	1	20	14						100		10		1000	2		1	1	1	2																															1						1														1																																							15					2																																																																																																																																																																	1																																																																																																																																																																													
3665	Kimpurusha	10	397	20					14	1			1		0	0	4	4	25	1	16	15	15	14	12	10	1	14	14						100		10		500	2		1	1	1	2																															1						1					1																																																		50			2																																																																																																																																																																	1																																																																																																																																																																													
3666	Angiri	10	397						1				1		0	0	4	4	23	1	13	14	15	12	12	11	2	14	14						50		10		500	2		1	1	1	2																															1						1																																																			15							1																																																																																																																																																																	1																																																																																																																																																																													
3667	Marut	466	397	243					14				1		0	0	4	4	29	2	17	18	16	14	13	13	1	24	14						0			550	1000	2		1	1	1	2																															1						1														1	1																																			15	15																															1																																																										129																																																																															1																																																																																																																																																																													
3668	Vidyadhara	256	397										1		0	0	4	4	21	1	17	11	13	11	15	11	1	20	14						50		10		1000	2		1	1	1	2						1			2																						1						1														1	1																																											2																			1																																																																																																																																														1																																																																																																																																																																													
3669	Nidadrott	8							8				1		0	0	3	3	12	0	11	11	11	11	11	10	3	14	12						100					2		1	1	1	2																															1																																																										5																																																																																								115																																																																															1																																																																																																																																																																													
3670	Nidajarl	8							8	125			1		0	0	3	3	15	0	10	14	12	13	13	10	3	16	12						100					2		1	1	1	2																																										1	1																																														5																																																																																								115																																																																															1																																																																																																										1																																																																			
3671	Nidherse	8	21						13	20	2		1		0	0	3	3	14	0	10	13	12	12	12	10	3	16	12						75					2		1	1	1	2																																										1	1															40																															5																																																								5																																115																																																																															1																																																																																																										1																																																																			
3672	Crow Clan Scout	23	9						15	120			1		0	0	3	3	13	0	8	11	12	10	10	10	3	18	13						0					2		1	1	1	2																																										1	1															40																															5																																																																																								115																																																																															1																																																																																																										1																																																																			
3673	Crow Clan Archer	23	6						15				1		0	0	3	3	11	0	10	11	10	10	10	11	2	16	13						50					2		1	1	1	2																																										1	1															40																															5																																																																																								115																																																																															1																																																																																																										1																																																																			
3674	Wolf Clan Reaver	8	21						7	119	2		1		0	0	3	3	12	0	10	12	11	11	11	10	3	16	12						50					2		1	1	1	2																																										1	1															40																															5																																																								1																																115																																																																															1																																																																																																										1																																																																			
3675	Cub-Warrior	17							44				1		0	0	3	3	11	0	10	14	11	10	10	10	3	16	12						10			13		2		1	1	1	2																																										1	1																														1																5																																																																																								115																																																																															1																																																																																																										1			1																																																																
3676	Bear Clan Warrior	18							12	118			1		0	0	3	3	14	0	10	13	13	11	10	10	3	16	13						50					2		1	1	1	2																																										1	1																														1	-2															5									3																																																																															115																																																																															1																																																																																																										1			1																																																																
3677	Nidbathed	11							7				1		0	0	3	3	15	0	13	18	13	13	12	10	3	16	13						50					2		1	1	1	2																															1											1	1																																														5																																																																																								115																																																																															1																																																																																																										1																																																																			
